uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
P08123,Q76G19,1,0.551219512,0.401633005,0.476426259,0,,,,,,,0,COL1A2,PDZD4,1,0,1
P08123,Q6QN14,1,0.551219512,0.401632974,0.476426243,0,,,,,,,0,COL1A2,USP17L6P,1,0,1
P0C7V9,Q9Y4K3,1,0.551219512,0.401633074,0.476426293,0,,,,,,,0,METTL15P1,TRAF6,0,1,1
P10415,Q8NDH3,1,0.551219512,0.401633166,0.476426339,0,,,,,,,0,BCL2,NPEPL1,1,0,1
P12643,P12643,1,0.848780488,0.411747402,0.630263945,0,,,,,,,0,BMP2,BMP2,1,1,1
P18075,P50225,1,0.551219512,0.401632883,0.476426197,0,,,,,,,0,BMP7,SULT1A1,1,0,1
P12643,Q8N0U2,1,0.551219512,0.401632797,0.476426155,0,,,,,,,0,BMP2,TMEM61,1,0,1
P02461,Q8NBR6,1,0.551219512,0.40163318,0.476426346,0,,,,,,,0,COL3A1,MINDY2,1,0,1
P05412,Q8N257,1,0.551219512,0.401633062,0.476426287,0,,,,,,,0,JUN,H2BC26,1,0,1
O15547,P04629,1,0.551219512,0.401632829,0.47642617,0,,,,,,,0,P2RX6,NTRK1,0,1,1
P04198,P49247,1,0.526829268,0.401633205,0.464231237,0,,,,,,,0,MYCN,RPIA,1,0,1
P43235,Q9BY31,1,0.52195122,0.401681217,0.461816218,0,,,,,,,0,CTSK,ZNF717,1,0,1
P0CG33,P12643,1,0.551219512,0.401632965,0.476426239,0,,,,,,,0,GOLGA6D,BMP2,0,1,1
P02818,Q15365,1,0.551219512,0.401633003,0.476426258,0,,,,,,,0,BGLAP,PCBP1,1,0,1
P04637,P49959,1,0.551219512,0.401632942,0.476426227,0,,,,,,,0,TP53,MRE11,1,0,1
P08123,P32754,1,0.551219512,0.401633114,0.476426313,0,,,,,,,0,COL1A2,HPD,1,0,1
P17612,Q76L83,1,0.551219512,0.40163313,0.476426321,0,,,,,,,0,PRKACA,ASXL2,1,0,1
P25940,Q9Y236,1,0.526829268,0.40168137,0.464255319,0,,,,,,,0,COL5A3,OSGIN2,1,0,1
P12524,Q15276,1,0.551219512,0.401633063,0.476426288,0,,,,,,,0,MYCL,RABEP1,1,0,1
A0A0B4J271,Q9UNN8,1,0.551219512,0.401633157,0.476426335,0,,,,,,,0,TRAV12-3,PROCR,0,1,1
P05997,Q8IU60,1,0.551219512,0.401633206,0.476426359,0,,,,,,,0,COL5A2,DCP2,1,0,1
P35354,Q9UPR6,1,0.551219512,0.401632982,0.476426247,0,,,,,,,0,PTGS2,ZFR2,1,0,1
Q9BQB4,Q9UBB4,1,0.551219512,0.401633143,0.476426328,0,,,,,,,0,SOST,ATXN10,1,0,1
O75791,P10415,1,0.526829268,0.401633107,0.464231188,0,,,,,,,0,GRAP2,BCL2,0,1,1
P12931,Q6NSJ5,1,0.551219512,0.401632941,0.476426226,0,,,,,,,0,SRC,LRRC8E,1,0,1
P04637,Q9UPM9,1,0.551219512,0.401633174,0.476426343,0,,,,,,,0,TP53,B9D1,1,0,1
O94989,P25940,1,0.551219512,0.401633089,0.4764263,0,,,,,,,0,ARHGEF15,COL5A3,0,1,1
P02452,Q99788,1,0.551219512,0.401632822,0.476426167,0,,,,,,,0,COL1A1,CMKLR1,1,0,1
O75360,P04198,1,0.536585366,0.401633107,0.469109237,0,,,,,,,0,PROP1,MYCN,0,1,1
O94788,P02452,1,0.526829268,0.401633238,0.464231253,0,,,,,,,0,ALDH1A2,COL1A1,0,1,1
Q53SF7,Q9UNN8,1,0.526829268,0.401681162,0.464255215,0,,,,,,,0,COBLL1,PROCR,0,1,1
P12643,P31941,1,0.551219512,0.401633174,0.476426343,0,,,,,,,0,BMP2,APOBEC3A,1,0,1
P43235,Q9H0J4,1,0.52195122,0.401681096,0.461816158,0,,,,,,,0,CTSK,QRICH2,1,0,1
P34972,Q13495,1,0.551219512,0.401633079,0.476426296,0,,,,,,,0,CNR2,MAMLD1,1,0,1
Q6IEG0,Q9Y4K3,1,0.551219512,0.401633078,0.476426295,0,,,,,,,0,SNRNP48,TRAF6,0,1,1
O14788,P17600,1,0.551219512,0.401632977,0.476426244,0,,,,,,,0,TNFSF11,SYN1,1,0,1
Q96RN5,Q9UNN8,1,0.551219512,0.40163294,0.476426226,0,,,,,,,0,MED15,PROCR,0,1,1
Q96RU8,Q9Y4K3,1,0.551219512,0.401632827,0.47642617,0,,,,,,,0,TRIB1,TRAF6,0,1,1
P49841,Q9BS86,1,0.526829268,0.401633063,0.464231166,0,,,,,,,0,GSK3B,ZPBP,1,0,1
P02452,Q8WVN8,1,0.551219512,0.40163283,0.476426171,0,,,,,,,0,COL1A1,UBE2Q2,1,0,1
P19087,Q9Y4K3,1,0.551219512,0.401632836,0.476426174,0,,,,,,,0,GNAT2,TRAF6,0,1,1
P17612,Q9HB89,1,0.536585366,0.401633483,0.469109424,0,,,,,,,0,PRKACA,NMUR1,1,0,1
P34972,Q86WT6,1,0.551219512,0.401632891,0.476426202,0,,,,,,,0,CNR2,TRIM69,1,0,1
P25940,Q9H313,1,0.551219512,0.401632857,0.476426185,0,,,,,,,0,COL5A3,TTYH1,1,0,1
Q16539,Q9NRM2,1,0.526829268,0.401633299,0.464231284,0,,,,,,,0,MAPK14,ZNF277,1,0,1
A6NGG8,P04629,1,0.551219512,0.401632951,0.476426232,0,,,,,,,0,PCARE,NTRK1,0,1,1
P19838,Q9P2M1,1,0.551219512,0.401632975,0.476426243,0,,,,,,,0,NFKB1,LRP2BP,1,0,1
P02461,P28566,1,0.526829268,0.401633276,0.464231272,0,,,,,,,0,COL3A1,HTR1E,1,0,1
Q9ULZ2,Q9Y4K3,1,0.526829268,0.401633191,0.46423123,0,,,,,,,0,STAP1,TRAF6,0,1,1
P08123,Q8NCB2,1,0.551219512,0.401633158,0.476426335,0,,,,,,,0,COL1A2,CAMKV,1,0,1
P04004,Q6ZNL6,1,0.526829268,0.401681067,0.464255168,0,,,,,,,0,VTN,FGD5,1,0,1
P02452,Q8NF99,1,0.551219512,0.40163296,0.476426236,0,,,,,,,0,COL1A1,ZNF397,1,0,1
P01106,Q969Q5,1,0.551219512,0.401632982,0.476426247,0,,,,,,,0,MYC,RAB24,1,0,1
P02452,Q9GZK6,1,0.551219512,0.401632916,0.476426214,0,,,,,,,0,COL1A1,OR2J1,1,0,1
Q9UHQ9,Q9Y4K3,1,0.551219512,0.401633037,0.476426274,0,,,,,,,0,CYB5R1,TRAF6,0,1,1
P02452,Q86V59,1,0.526829268,0.401681134,0.464255201,0,,,,,,,0,COL1A1,PNMA8A,1,0,1
O14788,Q8N344,1,0.551219512,0.401633221,0.476426366,0,,,,,,,0,TNFSF11,MIER2,1,0,1
Q8NH41,Q9Y4K3,1,0.551219512,0.401633321,0.476426416,0,,,,,,,0,OR4K15,TRAF6,0,1,1
Q16539,Q8TEJ3,1,0.551219512,0.401632995,0.476426254,0,,,,,,,0,MAPK14,SH3RF3,1,0,1
P52272,Q9BQB4,1,0.551219512,0.401632942,0.476426227,0,,,,,,,0,HNRNPM,SOST,0,1,1
O43852,P02452,1,0.551219512,0.401633003,0.476426258,0,,,,,,,0,CALU,COL1A1,0,1,1
A0A0J9YX06,P01258,1,0.526829268,0.401633321,0.464231295,0,,,,,,,0,TRBJ1-2,CALCA,0,1,1
P05997,Q8NBP5,1,0.551219512,0.401633073,0.476426293,0,,,,,,,0,COL5A2,MFSD9,1,0,1
P25940,Q9NRW3,1,0.551219512,0.401632815,0.476426163,0,,,,,,,0,COL5A3,APOBEC3C,1,0,1
P19838,Q9HBV1,1,0.52195122,0.401681131,0.461816175,0,,,,,,,0,NFKB1,POPDC3,1,0,1
A8MZ26,Q9Y4K3,1,0.551219512,0.401633143,0.476426327,0,,,,,,,0,EFCAB9,TRAF6,0,1,1
A0A096LP01,Q9UNN8,1,0.551219512,0.4016333,0.476426406,0,,,,,,,0,SMIM26,PROCR,0,1,1
P08123,P24001,1,0.526829268,0.401681452,0.46425536,0,,,,,,,0,COL1A2,IL32,1,0,1
O75356,P02461,1,0.551219512,0.401632901,0.476426207,0,,,,,,,0,ENTPD5,COL3A1,0,1,1
P18075,Q5HYK7,1,0.551219512,0.401633,0.476426256,0,,,,,,,0,BMP7,SH3D19,1,0,1
P10415,Q9Y6F7,1,0.551219512,0.401633003,0.476426258,0,,,,,,,0,BCL2,CDY2B,1,0,1
P25940,Q8IYB9,1,0.526829268,0.40168111,0.464255189,0,,,,,,,0,COL5A3,ZNF595,1,0,1
Q04206,Q3B7T3,1,0.551219512,0.401632972,0.476426242,0,,,,,,,0,RELA,BEAN1,1,0,1
P08123,Q15459,1,0.551219512,0.401632963,0.476426237,0,,,,,,,0,COL1A2,SF3A1,1,0,1
P03372,Q9H8M5,1,0.526829268,0.401633238,0.464231253,0,,,,,,,0,ESR1,CNNM2,1,0,1
P02452,P02452,1,0.814634146,0.398175542,0.606404844,0,,,,,,,0,COL1A1,COL1A1,1,1,1
P05997,Q13084,1,0.551219512,0.401632928,0.47642622,0,,,,,,,0,COL5A2,MRPL28,1,0,1
Q96PU9,Q9Y4K3,1,0.551219512,0.401632936,0.476426224,0,,,,,,,0,ODF3,TRAF6,0,1,1
P02452,Q8IWF9,1,0.551219512,0.401632881,0.476426197,0,,,,,,,0,COL1A1,CCDC83,1,0,1
Q8NH49,Q9Y4K3,1,0.551219512,0.401632911,0.476426212,0,,,,,,,0,OR4X1,TRAF6,0,1,1
P25940,Q9NQ79,1,0.526829268,0.401681205,0.464255237,0,,,,,,,0,COL5A3,CRTAC1,1,0,1
P04637,P21781,1,0.551219512,0.401633136,0.476426324,0,,,,,,,0,TP53,FGF7,1,0,1
P17612,Q5HYK7,1,0.551219512,0.401632996,0.476426254,0,,,,,,,0,PRKACA,SH3D19,1,0,1
P17612,Q8N9U0,1,0.526829268,0.401633172,0.46423122,0,,,,,,,0,PRKACA,TC2N,1,0,1
P43235,Q7Z6I6,1,0.551219512,0.401633035,0.476426274,0,,,,,,,0,CTSK,ARHGAP30,1,0,1
P02452,Q6NUS6,1,0.551219512,0.401632942,0.476426227,0,,,,,,,0,COL1A1,TCTN3,1,0,1
O60602,P23219,1,0.551219512,0.401633181,0.476426347,0,,,,,,,0,TLR5,PTGS1,0,1,1
P08123,Q96NX5,1,0.526829268,0.401633238,0.464231253,0,,,,,,,0,COL1A2,CAMK1G,1,0,1
P35354,Q5THK1,1,0.551219512,0.40163277,0.476426141,0,,,,,,,0,PTGS2,PRR14L,1,0,1
P02461,Q4VC44,1,0.551219512,0.401632933,0.476426223,0,,,,,,,0,COL3A1,FLYWCH1,1,0,1
A6NLE4,P08123,1,0.526829268,0.401681138,0.464255203,0,,,,,,,0,SMIM23,COL1A2,0,1,1
P02461,Q9BQA1,1,0.526829268,0.401681387,0.464255327,0,,,,,,,0,COL3A1,WDR77,1,0,1
P02452,Q15696,1,0.551219512,0.401632983,0.476426248,0,,,,,,,0,COL1A1,ZRSR2,1,0,1
P04198,P62253,1,0.551219512,0.401632923,0.476426218,0,,,,,,,0,MYCN,UBE2G1,1,0,1
Q04206,Q92913,1,0.551219512,0.401632884,0.476426198,0,,,,,,,0,RELA,FGF13,1,0,1
O15466,P25940,1,0.52195122,0.401681075,0.461816147,0,,,,,,,0,ST8SIA5,COL5A3,0,1,1
A7XYQ1,O14788,1,0.551219512,0.401632978,0.476426245,0,,,,,,,0,SOBP,TNFSF11,0,1,1
O00425,P42574,1,0.551219512,0.401633016,0.476426264,0,,,,,,,0,IGF2BP3,CASP3,0,1,1
Q14165,Q9Y4K3,1,0.551219512,0.401632884,0.476426198,0,,Q14165,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2,1,MLEC,TRAF6,0,1,1
O15381,Q9Y4K3,1,0.551219512,0.401632856,0.476426184,0,,,,,,,0,NVL,TRAF6,0,1,1
P02461,Q8NHS2,1,0.551219512,0.40163297,0.476426241,0,,,,,,,0,COL3A1,GOT1L1,1,0,1
P42574,Q9ULH7,1,0.526829268,0.401633212,0.46423124,0,,,,,,,0,CASP3,MRTFB,1,0,1
A0A0C4DH41,P12643,1,0.551219512,0.401633042,0.476426277,0,,,,,,,0,IGHV4-61,BMP2,0,1,1
P02452,Q8N7P3,1,0.526829268,0.401681191,0.464255229,0,,,,,,,0,COL1A1,CLDN22,1,0,1
P05412,P05412,1,0.843902439,0.412136129,0.628019284,0,,P05412,P05412,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2,1,JUN,JUN,1,1,1
P34972,Q9H313,1,0.551219512,0.401633233,0.476426372,0,,,,,,,0,CNR2,TTYH1,1,0,1
A2IDD5,P02461,1,0.526829268,0.401681126,0.464255197,0,,,,,,,0,CCDC78,COL3A1,0,1,1
P34972,Q8TB24,1,0.52195122,0.401681192,0.461816206,0,,,,,,,0,CNR2,RIN3,1,0,1
P18075,Q76L83,1,0.551219512,0.40163313,0.476426321,0,,,,,,,0,BMP7,ASXL2,1,0,1
P05997,Q5VWK0,1,0.551219512,0.401632882,0.476426197,0,,,,,,,0,COL5A2,NBPF6,1,0,1
P25940,Q14623,1,0.551219512,0.401632833,0.476426172,0,,,,,,,0,COL5A3,IHH,1,0,1
P05997,Q8N9B8,1,0.551219512,0.401632987,0.47642625,0,,,,,,,0,COL5A2,RASGEF1A,1,0,1
P01782,P04198,1,0.551219512,0.40163295,0.476426231,0,,,,,,,0,IGHV3-9,MYCN,0,1,1
P05997,Q9HA72,1,0.551219512,0.401633015,0.476426264,0,,,,,,,0,COL5A2,CALHM2,1,0,1
P05997,Q9Y2Q1,1,0.52195122,0.401681234,0.461816227,0,,,,,,,0,COL5A2,ZNF257,1,0,1
P02461,Q13946,1,0.551219512,0.401632925,0.476426219,0,,,,,,,0,COL3A1,PDE7A,1,0,1
P02461,Q9UK13,1,0.551219512,0.401632897,0.476426205,0,,,,,,,0,COL3A1,ZNF221,1,0,1
P08123,Q9BQQ7,1,0.526829268,0.401681237,0.464255253,0,,,,,,,0,COL1A2,RTP3,1,0,1
O15240,Q9UNN8,1,0.526829268,0.401633253,0.464231261,0,,,,,,,0,VGF,PROCR,0,1,1
P02818,Q1W6H9,1,0.551219512,0.401633276,0.476426394,0,,,,,,,0,BGLAP,FAM110C,1,0,1
P02461,Q5VV17,1,0.551219512,0.401633055,0.476426284,0,,,,,,,0,COL3A1,OTUD1,1,0,1
P43235,Q2TAK8,1,0.551219512,0.401633033,0.476426273,0,,,,,,,0,CTSK,PWWP3A,1,0,1
Q8IXK0,Q9Y4K3,1,0.526829268,0.401633082,0.464231175,0,,,,,,,0,PHC2,TRAF6,0,1,1
P25940,Q9Y4R8,1,0.551219512,0.401632944,0.476426228,0,,,,,,,0,COL5A3,TELO2,1,0,1
P25940,Q6XPS3,1,0.526829268,0.401681151,0.46425521,0,,,,,,,0,COL5A3,TPTE2,1,0,1
P02461,Q5VUY2,1,0.551219512,0.401632945,0.476426229,0,,,,,,,0,COL3A1,AADACL4,1,0,1
P28482,Q96SR6,1,0.526829268,0.401633307,0.464231288,0,,,,,,,0,MAPK1,ZNF382,1,0,1
P02818,P51608,1,0.526829268,0.401633282,0.464231275,0,,,,,,,0,BGLAP,MECP2,1,0,1
Q6P1N0,Q9Y4K3,1,0.526829268,0.401633148,0.464231208,0,,,,,,,0,CC2D1A,TRAF6,0,1,1
Q9H346,Q9Y4K3,1,0.526829268,0.401633319,0.464231294,0,,,,,,,0,OR52D1,TRAF6,0,1,1
P05997,Q8N1B3,1,0.551219512,0.401632997,0.476426255,0,,,,,,,0,COL5A2,CCNQ,1,0,1
O00592,Q9BQB4,1,0.536585366,0.40163311,0.469109238,0,,,,,,,0,PODXL,SOST,0,1,1
O60268,P05997,1,0.526829268,0.401633203,0.464231236,0,,,,,,,0,KIAA0513,COL5A2,0,1,1
P0DJI8,Q9BQB4,1,0.551219512,0.401633011,0.476426262,0,,,,,,,0,SAA1,SOST,0,1,1
O14788,O43290,1,0.551219512,0.401632865,0.476426189,0,,,,,,,0,TNFSF11,SART1,1,0,1
P10451,Q96M63,1,0.551219512,0.401633128,0.47642632,0,,,,,,,0,SPP1,ODAD1,1,0,1
P02461,Q8N9K5,1,0.551219512,0.4016329,0.476426206,0,,,,,,,0,COL3A1,ZNF565,1,0,1
O14788,Q5T5S1,1,0.551219512,0.401633107,0.47642631,0,,,,,,,0,TNFSF11,CCDC183,1,0,1
P04637,Q14807,1,0.551219512,0.401633029,0.476426271,0,,,,,,,0,TP53,KIF22,1,0,1
Q04206,Q8NHC7,1,0.551219512,0.401633139,0.476426326,0,,,,,,,0,RELA,OR14C36,1,0,1
A6NDK9,P12643,1,0.551219512,0.40163314,0.476426326,0,,,,,,,0,GOLGA6C,BMP2,0,1,1
A0A1B0GVH7,P02461,1,0.551219512,0.4016329,0.476426206,0,,,,,,,0,IQCM,COL3A1,0,1,1
Q16539,Q8IZ41,1,0.551219512,0.401632961,0.476426237,0,,,,,,,0,MAPK14,RASEF,1,0,1
P12931,Q14865,1,0.52195122,0.401681138,0.461816179,0,,,,,,,0,SRC,ARID5B,1,0,1
P01106,P01106,1,0.946341463,0.409301303,0.677821383,0,,,,,,,0,MYC,MYC,1,1,1
P43235,Q14126,1,0.52195122,0.401681326,0.461816273,0,,,,,,,0,CTSK,DSG2,1,0,1
P05997,Q9NXH9,1,0.551219512,0.401632893,0.476426203,0,,,,,,,0,COL5A2,TRMT1,1,0,1
A9YTQ3,P05997,1,0.551219512,0.401632874,0.476426193,0,,,,,,,0,AHRR,COL5A2,0,1,1
Q8NGJ7,Q9Y4K3,1,0.551219512,0.401633235,0.476426374,0,,,,,,,0,OR51A2,TRAF6,0,1,1
P02452,Q9H6H4,1,0.551219512,0.401632829,0.476426171,0,,,,,,,0,COL1A1,REEP4,1,0,1
P12931,Q9Y620,1,0.551219512,0.401633087,0.4764263,0,,,,,,,0,SRC,RAD54B,1,0,1
P10415,Q01538,1,0.526829268,0.401681404,0.464255336,0,,,,,,,0,BCL2,MYT1,1,0,1
P08123,Q8IVV7,1,0.551219512,0.40163298,0.476426246,0,,,,,,,0,COL1A2,GID4,1,0,1
P02461,Q9HCM4,1,0.551219512,0.401633257,0.476426385,0,,,,,,,0,COL3A1,EPB41L5,1,0,1
O14788,Q3KNS6,1,0.526829268,0.40163314,0.464231204,0,,,,,,,0,TNFSF11,ZNF829,1,0,1
O14788,Q8NEN0,1,0.551219512,0.401632882,0.476426197,0,,,,,,,0,TNFSF11,ARMC2,1,0,1
P02452,Q8N9L9,1,0.551219512,0.401633235,0.476426374,0,,,,,,,0,COL1A1,ACOT4,1,0,1
P04637,Q14568,1,0.52195122,0.401633131,0.461792175,0,,,,,,,0,TP53,HSP90AA2P,1,0,1
P05412,Q92750,1,0.551219512,0.401632981,0.476426247,0,,,,,,,0,JUN,TAF4B,1,0,1
Q6ZVL8,Q9BQB4,1,0.551219512,0.401633111,0.476426311,0,,,,,,,0,,SOST,0,1,1
P12643,P49910,1,0.551219512,0.401632997,0.476426255,0,,,,,,,0,BMP2,ZNF165,1,0,1
P02461,Q8IX04,1,0.551219512,0.401633063,0.476426288,0,,,,,,,0,COL3A1,UEVLD,1,0,1
P25940,Q8N0S6,1,0.551219512,0.401632814,0.476426163,0,,,,,,,0,COL5A3,CENPL,1,0,1
P18858,P31749,1,0.551219512,0.401633085,0.476426299,0,,,,,,,0,LIG1,AKT1,0,1,1
P21580,P43235,1,0.551219512,0.401632983,0.476426248,0,,,,,,,0,TNFAIP3,CTSK,0,1,1
P07333,Q96J66,1,0.551219512,0.401632806,0.476426159,0,,,,,,,0,CSF1R,ABCC11,1,0,1
P05165,P31749,1,0.551219512,0.401632881,0.476426197,0,,,,,,,0,PCCA,AKT1,0,1,1
P06401,P07225,1,0.551219512,0.401632909,0.47642621,0,,,,,,,0,PGR,PROS1,1,0,1
P25940,Q5MNV8,1,0.551219512,0.401632866,0.476426189,0,,,,,,,0,COL5A3,FBXO47,1,0,1
P05412,P82932,1,0.551219512,0.401633022,0.476426267,0,,,,,,,0,JUN,MRPS6,1,0,1
P05997,P12532,1,0.551219512,0.401632957,0.476426234,0,,,,,,,0,COL5A2,CKMT1B,1,0,1
O14788,P22460,1,0.551219512,0.40163287,0.476426191,0,,,,,,,0,TNFSF11,KCNA5,1,0,1
P28482,Q8TES7,1,0.52195122,0.401681187,0.461816203,0,,,,,,,0,MAPK1,FBF1,1,0,1
P02452,P43629,1,0.551219512,0.401633006,0.476426259,0,,,,,,,0,COL1A1,KIR3DL1,1,0,1
O14788,P0C1S8,1,0.551219512,0.401633223,0.476426368,0,,,,,,,0,TNFSF11,WEE2,1,0,1
O14788,Q8NCK3,1,0.551219512,0.401633167,0.47642634,0,,,,,,,0,TNFSF11,ZNF485,1,0,1
P0DP08,P12643,1,0.551219512,0.401632896,0.476426204,0,,,,,,,0,IGHV4-38-2,BMP2,0,1,1
P10415,P53602,1,0.551219512,0.401632969,0.476426241,0,,,,,,,0,BCL2,MVD,1,0,1
Q9H341,Q9Y4K3,1,0.551219512,0.401633243,0.476426377,0,,,,,,,0,OR51M1,TRAF6,0,1,1
P02452,Q15642,1,0.551219512,0.401633208,0.47642636,0,,,,,,,0,COL1A1,TRIP10,1,0,1
P19838,P49888,1,0.52195122,0.40168109,0.461816155,0,,,,,,,0,NFKB1,SULT1E1,1,0,1
P12931,Q5VTQ0,1,0.551219512,0.401633065,0.476426289,0,,,,,,,0,SRC,TTC39B,1,0,1
P08123,Q9NRR6,1,0.526829268,0.401633245,0.464231257,0,,,,,,,0,COL1A2,INPP5E,1,0,1
P02452,P36980,1,0.551219512,0.401632917,0.476426214,0,,,,,,,0,COL1A1,CFHR2,1,0,1
P02452,Q2YD98,1,0.551219512,0.401632957,0.476426235,0,,,,,,,0,COL1A1,UVSSA,1,0,1
P10451,Q969V6,1,0.551219512,0.40163295,0.476426231,0,,,,,,,0,SPP1,MRTFA,1,0,1
P25940,Q8TC44,1,0.551219512,0.401632842,0.476426177,0,,,,,,,0,COL5A3,POC1B,1,0,1
P19838,Q9BZI1,1,0.551219512,0.401632949,0.476426231,0,,,,,,,0,NFKB1,IRX2,1,0,1
A8MU46,Q9BQB4,1,0.551219512,0.401632883,0.476426198,0,,,,,,,0,SMTNL1,SOST,0,1,1
O14788,Q8TAT5,1,0.526829268,0.401633194,0.464231231,0,,,,,,,0,TNFSF11,NEIL3,1,0,1
P34972,Q9NRW3,1,0.551219512,0.401633129,0.47642632,0,,,,,,,0,CNR2,APOBEC3C,1,0,1
A8K0S8,P12643,1,0.52195122,0.401633347,0.461792283,0,,,,,,,0,MEIS3P2,BMP2,0,1,1
P08123,Q12951,1,0.551219512,0.401633112,0.476426312,0,,,,,,,0,COL1A2,FOXI1,1,0,1
P57682,Q9Y4K3,1,0.551219512,0.401633083,0.476426297,0,,,,,,,0,KLF3,TRAF6,0,1,1
Q04206,Q8IUC2,1,0.551219512,0.401632973,0.476426242,0,,,,,,,0,RELA,KRTAP8-1,1,0,1
P25940,Q96NI8,1,0.526829268,0.40168111,0.464255189,0,,,,,,,0,COL5A3,ZNF570,1,0,1
O75674,P42574,1,0.551219512,0.401633052,0.476426282,0,,,,,,,0,TOM1L1,CASP3,0,1,1
P04198,Q58G82,1,0.551219512,0.401633001,0.476426257,0,,,,,,,0,MYCN,SYT14P1,1,0,1
O00512,Q9UNN8,1,0.551219512,0.401633011,0.476426262,0,,,,,,,0,BCL9,PROCR,0,1,1
O00635,P02452,1,0.551219512,0.401632821,0.476426167,0,,,,,,,0,TRIM38,COL1A1,0,1,1
P02461,Q86W34,1,0.551219512,0.401632912,0.476426212,0,,,,,,,0,COL3A1,AMZ2,1,0,1
P35354,Q5T5P2,1,0.52195122,0.401681196,0.461816208,0,,,,,,,0,PTGS2,KIAA1217,1,0,1
O75973,Q04206,1,0.551219512,0.401632916,0.476426214,0,,,,,,,0,C1QL1,RELA,0,1,1
P02461,Q7L0X2,1,0.551219512,0.401632921,0.476426217,0,,,,,,,0,COL3A1,ERICH6,1,0,1
P02818,P36957,1,0.551219512,0.40163301,0.476426261,0,,,,,,,0,BGLAP,DLST,1,0,1
P12931,Q8IXT1,1,0.551219512,0.401632876,0.476426194,0,,,,,,,0,SRC,DDIAS,1,0,1
P05412,Q5QNW6,1,0.551219512,0.40163304,0.476426276,0,,,,,,,0,JUN,H2BC18,1,0,1
O14788,Q9Y3I0,1,0.526829268,0.401633165,0.464231217,0,,,,,,,0,TNFSF11,RTCB,1,0,1
P08123,Q8NFQ6,1,0.551219512,0.401632924,0.476426218,0,,,,,,,0,COL1A2,BPIFC,1,0,1
O15530,P06401,1,0.551219512,0.401632968,0.47642624,0,,,,,,,0,PDPK1,PGR,0,1,1
O75335,P04004,1,0.52195122,0.40168116,0.46181619,0,,,,,,,0,PPFIA4,VTN,0,1,1
P06401,Q969Q6,1,0.551219512,0.401632965,0.476426238,0,,,,,,,0,PGR,PPP2R3C,1,0,1
P12524,Q5FWF5,1,0.551219512,0.401632816,0.476426164,0,,,,,,,0,MYCL,ESCO1,1,0,1
P19021,P23219,1,0.551219512,0.401632906,0.476426209,0,,,,,,,0,PAM,PTGS1,0,1,1
P34972,Q674X7,1,0.551219512,0.401633092,0.476426302,0,,,,,,,0,CNR2,KAZN,1,0,1
Q04206,Q9BSU3,1,0.551219512,0.401632904,0.476426208,0,,,,,,,0,RELA,NAA11,1,0,1
P08123,Q15759,1,0.526829268,0.401633235,0.464231252,0,,,,,,,0,COL1A2,MAPK11,1,0,1
P0CB48,P25940,1,0.551219512,0.401633016,0.476426264,0,,,,,,,0,UBTFL6,COL5A3,0,1,1
P04637,Q9UNK4,1,0.551219512,0.401632994,0.476426253,0,,,,,,,0,TP53,PLA2G2D,1,0,1
P00439,P05997,1,0.526829268,0.401681283,0.464255276,0,,,,,,,0,PAH,COL5A2,0,1,1
Q16539,Q9H3U1,1,0.551219512,0.401632795,0.476426153,0,,,,,,,0,MAPK14,UNC45A,1,0,1
Q04206,Q0ZLH3,1,0.551219512,0.401632974,0.476426243,0,,,,,,,0,RELA,PJVK,1,0,1
P02461,Q9Y2G2,1,0.526829268,0.401633309,0.464231289,0,,,,,,,0,COL3A1,CARD8,1,0,1
P08123,Q96A11,1,0.551219512,0.401632999,0.476426256,0,,,,,,,0,COL1A2,GAL3ST3,1,0,1
P04637,Q9ULK2,1,0.551219512,0.401632949,0.476426231,0,,,,,,,0,TP53,ATXN7L1,1,0,1
P28482,P30101,1,0.551219512,0.401633011,0.476426262,0,,,,,,,0,MAPK1,PDIA3,1,0,1
P25940,Q8NF37,1,0.551219512,0.401632849,0.476426181,0,,,,,,,0,COL5A3,LPCAT1,1,0,1
P25940,P57789,1,0.551219512,0.401633005,0.476426258,0,,,,,,,0,COL5A3,KCNK10,1,0,1
P05997,Q4KMZ8,1,0.551219512,0.401632942,0.476426227,0,,,,,,,0,COL5A2,NKAIN1,1,0,1
P04004,Q9P2H5,1,0.551219512,0.401632944,0.476426228,0,,,,,,,0,VTN,USP35,1,0,1
P25940,P34972,1,0.551219512,0.401632948,0.47642623,0,,,,,,,0,COL5A3,CNR2,1,1,1
P02452,Q9P104,1,0.551219512,0.401633024,0.476426268,0,,,,,,,0,COL1A1,DOK5,1,0,1
P49841,Q9Y473,1,0.551219512,0.401633013,0.476426262,0,,,,,,,0,GSK3B,ZNF175,1,0,1
P49841,Q5CZ79,1,0.551219512,0.401632821,0.476426167,0,,,,,,,0,GSK3B,ANKRD20A8P,1,0,1
