uidA,uidB
P02818,Q9UBQ5
P34972,Q9UBU2
P04004,Q8N123
P02818,P20930
P19838,Q4G0P3
P28482,Q8NBV4
P02818,P51810
P12931,Q8N431
P04004,Q9UK22
P05412,P0C7N8
P29474,Q9UPV9
P35354,Q9H9A5
P12643,Q92529
P18428,P20908
P05997,Q75MW2
A0A0A0MS00,Q16539
P06401,Q8TDS7
Q96T53,Q9Y4K3
P04004,Q14588
Q04206,Q9UKY1
P02461,P60006
A0A0A6YYJ7,P02461
P11362,P20908
P01106,Q96KF7
F5H094,P04637
P19838,Q5TC82
P05997,Q13433
P08123,Q9UQQ1
Q8TE68,Q9BQB4
P18075,Q5TGL8
P12931,Q9NZ32
P31749,Q9UJN7
P10415,Q8NB16
P12524,P17301
P19838,Q9H343
P01215,Q9Y4K3
P42574,Q6NUM9
P04632,P23219
O14788,Q9NRM1
P53778,Q9BQB4
P01106,Q8WVM7
O95684,P35354
O75173,P49841
P02461,Q9NS68
P04637,Q96PV7
P21802,Q9BQB4
O14788,Q6ZMW2
O75582,P12643
P01106,Q96GJ1
A6NLU5,P31749
P02452,Q9Y366
P28482,Q9UKK3
P29474,Q92876
P02461,Q6ZUL3
P29474,Q9NY46
A6NH00,Q04206
P12524,Q9ULD5
P28482,Q9NPY3
P01860,P29474
P41180,Q16576
P04637,P62191
P07333,P11086
O43482,P04637
P02818,Q9UJU5
P35398,P43235
O75106,P29474
P04637,Q86TA4
P06401,Q15629
Q5JZY3,Q9Y4K3
Q86YT5,Q9Y4K3
P02818,P0DPD7
P12931,Q8IXK0
Q6ICG6,Q9Y4K3
P04198,Q96LX7
P02452,Q7Z3S9
P25940,Q9UKP3
P23219,Q96B18
P43235,Q8TC56
P19838,Q9NPD3
P0DJI8,P12643
P20908,Q8WWN9
A0A0K0K1G8,P17612
P05412,Q8N127
P20908,Q96I99
O14788,Q8N187
P49279,P49841
P49841,Q6XUX3
P12524,Q9H4S2
P10275,Q9H1U9
P18075,Q6ZTI6
P23219,Q9H0T7
P10415,Q7L1W4
A0A075B6I7,P04198
A0A0A6YYK4,P02818
P43235,Q08AG5
A0A1B0GX31,P08123
P08123,Q9NV12
A6NI73,P02452
P41180,Q9UQR0
P05997,Q9BVW6
Q13606,Q9Y4K3
P49841,Q6UXV1
A0A0K0K1B3,P28482
P04629,P10916
P19838,Q9Y5P8
P42574,Q5TEU4
P12931,P43487
P05997,Q8NDX5
Q5THR3,Q9Y4K3
P20908,Q7Z3G6
P12643,P51531
P43235,Q8NGG6
P05997,P83859
P04637,Q13733
P01258,Q8IZU3
P25940,Q9Y6Q3
P17612,Q9BTE3
P17612,Q5JSZ5
P12643,Q16775
P03372,P18509
P10451,Q8IYJ1
P10451,Q8IY18
Q92900,Q9BQB4
P23219,Q86SE8
P02461,Q9ULT6
A0A0U1RRA0,P19838
A8MTL9,P04637
P03372,Q14055
P01258,P41236
P07333,Q9NVE5
P43235,Q9C0E8
P07333,Q9BXY5
O43715,P29474
P25940,Q6ZVH7
P25940,Q5VVQ6
O14788,P57105
O60636,P04637
P29474,Q8IWX7
P24903,P28482
P04637,Q99551
Q496F6,Q9BQB4
P12931,Q5TGY3
P10415,P52815
P28482,Q9P286
O75908,P31749
P12524,Q86T23
P07333,Q9H3Z7
P23219,Q9Y3D9
P10451,Q9Y5V3
A6NC05,P12643
P04004,Q495T6
Q9BQB4,Q9NT68
O75051,P49841
P12524,P56817
O95925,P03372
P35354,Q8TAP8
O14788,Q9UBF2
P01258,Q9NX09
A6NKN8,P02461
A0A0U1RRA0,Q9BQB4
P12931,Q9UNY5
P02461,Q9BQC6
O14788,Q96QH2
P04629,Q86VG3
P23219,P80075
P02461,Q9HCD6
Q9NQU5,Q9UNN8
P04629,Q8WU10
A0PJW8,P31749
P08123,Q9P2R6
A6NCI4,P02818
P03372,P06028
P43235,P56915
C9J3V5,Q04206
Q13875,Q9Y4K3
P10415,Q504Y0
P04637,P61081
P12931,Q86YZ3
Q04206,Q9BY67
P31749,Q8NE79
P20908,P36873
P12931,Q9NR00
P31749,Q9Y258
P29474,Q59H18
P34972,Q8IXF0
O15350,P41180
P12524,P22415
P19838,Q8IXQ9
P28482,Q9N2J8
F5H094,P29474
A0M8Q6,P25940
P49841,Q86WV5
P34972,Q9NRW3
Q16539,Q9NYK6
Q15375,Q9BQB4
A0A0A0MTA7,P07333
P23219,P48145
P02461,Q92878
P10415,Q9Y6X0
P43235,P48163
Q15063,Q16539
P04004,P40238
P04637,Q6P4D5
P20908,Q9NR22
O60906,P35354
Q15046,Q9Y4K3
O15360,Q9Y4K3
Q01955,Q04206
P10451,Q9H5Q4
P10415,Q96LP2
P43235,Q9NSV4
O00574,P41180
O14788,Q5VTT2
A0A1B0GVM6,P03372
P07333,Q9HAQ2
Q8IY22,Q9UNN8
P18075,Q8N2E6
P02818,Q9UGU5
P02461,Q9Y3L3
P25940,P49770
P49841,Q9H1K4
P35354,Q96ET8
A1IGU5,P02461
D6R901,P34972
P49841,Q5VU92
P29474,Q8WZA0
A0A1B0GTR4,P49841
O75610,P12931
O00300,P29474
P17612,Q96N87
C4AMC7,P04629
P12034,P49841
P02452,P67812
P29474,Q9UKB1
P01258,P0DPB6
P07333,Q6DHY5
P10415,Q9Y2Y1
P20908,Q02363
P04637,Q8N4K4
O95990,Q04206
P28482,Q8N307
P04629,Q9BXN1
P34972,Q96IZ2
Q16539,Q6NSJ2
P04629,Q6ZWI9
P23219,Q5MAI5
P02452,Q504Q3
P12643,Q9P0G3
P04637,Q9NWS8
P10451,Q8IW52
O96020,P06401
P04198,P0CI01
P02751,Q9UBS5
O14863,P06401
Q04206,Q8NDY4
Q8N111,Q9Y4K3
P43235,Q6ZRH7
P12524,Q9HBX9
O94886,P04198
P27658,P34972
O14786,P42574
P05997,Q2M2I5
Q04206,Q7L8W6
P20774,P29474
P06401,Q9HCM1
P03372,Q13261
P04198,Q9BV90
P42574,P67936
O14994,P05997
O95644,P42574
P07333,Q9BVG3
P43235,Q9ULZ3
P02818,Q14244
P02818,Q16671
P02452,Q9BXT2
O75386,Q9Y4K3
P29597,Q9Y4K3
O95163,P08123
P23219,P29373
P18075,P26378
O75800,P07333
O14977,P12931
P02818,Q14623
P28482,Q96AC1
P04004,Q9NR12
O95563,P02751
A4QMS7,P28482
P12931,Q96GZ6
O14788,Q9BWN1
C0HM02,P10415
O14788,Q7Z5J4
P02461,Q9Y278
P19838,Q9Y2T1
P07333,P49916
O95998,P28482
O60304,P02818
P10275,Q8TBY9
P01034,P05412
O95361,P03372
O43921,P10275
P05997,P62491
P0DTE7,Q9UNN8
A0A286YF77,P25940
P03372,P35268
P17612,Q9NR48
P34972,Q9UHY1
P29474,Q96FI4
P42574,Q9Y2N7
P35354,Q6P1N0
P12931,Q8IXQ6
A6NC98,Q04206
P43235,Q9UMX9
P18075,Q13608
P03372,P51575
P17612,Q9P219
P42574,Q96C36
P10415,Q496F6
P02452,Q96K62
O75912,P02461
P0C7M8,P31749
O14788,P13674
O15541,P04629
P12931,Q9UHJ6
P02818,Q8NGY3
O15537,P34972
P19838,Q96RR4
P25940,Q9P2P5
P42574,Q86YJ7
P42574,Q8WYP3
P01106,Q9UH36
P05412,Q96DU7
P39210,Q04206
P12643,Q5TAT6
P10451,Q8NDW4
Q9H116,Q9Y4K3
P05997,Q9UN79
Q96GS6,Q9Y4K3
P02751,P11597
P05412,Q8N9G6
O60762,P10275
P03372,Q8NHG8
P10451,Q8N9F0
P06401,Q14331
P10451,Q8IVA1
P41180,Q9UHP7
P23219,P58505
P10451,P55347
P06401,Q53FV1
P0DSE2,Q9UNN8
P10451,Q8N4L4
P01241,P42574
P17612,Q9ULE3
Q0VD83,Q9UNN8
O14525,P43235
P12931,Q6L9W6
P04198,P21283
P23219,Q8N1A6
P01258,Q8N4F0
P02818,Q96IK1
O76076,P20908
O60393,P19838
P04198,Q9Y2W1
P07333,Q9H4L4
P02818,P35240
P03372,Q6MZN7
P42574,Q8TA86
A0A539,Q9Y4K3
P12931,Q96QH8
P23219,Q8TC36
O15527,Q9UNN8
P43235,P49961
P49841,Q9BWU0
P06401,Q5JUW0
P42574,Q15726
P12931,Q6ZXV5
P05106,P20908
P01106,Q9NP60
P43235,Q5SWL7
P12524,Q96PE5
P23219,Q12879
O14817,P04629
P06401,Q8NCU8
P19838,Q9NWB7
O95452,P10415
P04004,Q8NEQ6
O95198,P42574
P29474,Q86VQ0
P43235,Q9BVH7
Q04206,Q12849
P18075,Q99788
P04198,Q9P278
P10451,P43405
P01106,Q6F5E7
P12643,P62244
P04004,Q8IYA7
P06401,Q86WS5
P04637,P48668
A0A075B6V5,P41180
P02452,Q32MH5
O14788,O14842
P12524,Q92783
P18075,Q86TG1
P08123,Q9UKY4
P05997,Q9Y5P1
P19838,Q96KW9
P04637,Q6ZMV7
O14788,Q69YU3
P08123,Q6PF18
P02751,Q8NGC7
P10275,Q9UN70
P41180,Q3LHN2
A6NDX4,P02751
P13796,P43235
P10451,Q8N413
P41180,Q9NZP0
P02461,Q9BTT0
P04004,P49683
P01258,P0CL85
O14994,P10451
Q7L1S5,Q9UNN8
P05111,P31749
P35070,P42574
P03372,Q9UHB6
Q6PFW1,Q9BQB4
Q04206,Q9P0P8
O00139,P02461
P02818,P57723
P03372,Q4W5P6
P19634,P28482
P86452,Q16539
P49841,Q9Y2I7
P42574,Q9UQQ1
P23219,Q4G0M1
P04629,P36956
P01286,P04198
Q04206,Q6ZT52
P52597,Q16539
P49841,Q9BQE4
P42574,P63241
P04637,Q6ZR03
P04629,Q8NC69
P29474,Q6ZW05
P19838,Q6P435
P10451,Q9BWF2
P02461,Q96JI7
Q8WV93,Q9BQB4
I6L899,P04637
P04198,Q9NYG8
P18075,Q5GH76
P12524,Q5JTH9
P12524,Q01201
O15234,P28482
P01258,P17535
P49841,Q8N682
Q16539,Q9UHF1
P01106,Q99653
P25940,P28482
P10275,Q6IEE8
P40225,Q04206
P19838,Q92523
P04004,Q6ZRN7
P04637,Q86XF7
P10415,P63208
P28482,P46109
P04004,Q6FI81
P04004,Q8TCU6
P03372,Q96PZ0
P03372,Q8ND23
P05412,Q569K6
P12931,P62829
C9JDP6,P25940
A1Z1Q3,P10415
Q04206,Q86UW1
P25940,Q9BUE0
P12643,Q9HCM7
O60383,P01258
Q8N6S5,Q9UNN8
P10415,Q7Z713
P12524,Q16718
O75459,P06401
P29474,P49459
O60583,P04629
Q16539,Q96M94
P05997,P78543
P29536,P42574
P04004,Q96AE7
P12643,Q9H568
O14763,P35354
P10415,Q9NYW4
P02461,P0DP02
P10415,Q9NR56
P08123,Q9HA65
P07333,Q6W349
O14788,Q5U5X8
P07333,Q8N5I3
P29474,Q9BQY6
P34972,Q9H1U9
P12931,Q8IW35
P04637,Q9HAH7
P35354,Q99732
P05997,Q8TBB0
P29474,Q9H354
P03372,Q9NR97
P12524,Q8WUH1
A6NL88,O14788
P23219,Q9NUC0
P06401,Q8WXH2
P34972,P57775
P01106,P49005
P12524,Q16394
P04637,P06132
P10451,Q9UPW5
O75843,P41180
O96006,Q16539
P04198,P27930
P29474,P35247
P01106,P59666
P06401,Q17R60
P18075,Q71F23
Q16539,Q9Y5P2
P05067,Q16539
O00232,O14788
P23219,Q7Z419
P07333,Q8N594
A6NIU2,P23219
A8MVX0,P08123
P04004,Q86X55
P12524,Q29RF7
P28482,Q9H2H8
O00160,P02751
P12643,Q92186
P04004,Q96CV9
O94985,P49841
P08123,P61163
P17612,Q8WXE0
O60281,P28482
P02818,Q9H8H2
P02452,P05230
P08123,Q9Y236
P10451,Q6P656
P41180,Q9NZV8
P25092,P28482
P10415,Q9NZ94
P05412,P30740
P31749,P61578
P02751,Q9UKT6
P20908,Q9ULD9
P05997,Q68DX3
P07333,Q8NCN4
P06401,Q9UN71
P21108,P23219
P04004,Q8NE35
O14788,Q8IWV8
P06401,P26718
P01258,Q6UVW9
A0AUZ9,P49841
P03372,Q8WTW3
P02461,P31273
P01258,P26010
P01258,Q9NZ09
P05556,P18075
O95751,P10451
P02461,Q9UBW7
P29474,Q5GH72
A6NDE8,P43235
P12524,Q9BYV9
P04004,Q969T9
O14788,Q9Y237
P10451,Q9Y442
P23219,Q8NC44
P10275,Q8TEA1
P01258,P22914
P01258,Q9NVE7
P41180,Q71RC9
P12524,Q9H2A2
P04629,P63252
P12931,Q7Z4Y8
O14788,Q9C0D7
P17612,Q86YB7
O14788,Q7L4I2
P10415,Q6PEY1
Q16539,Q6PUV4
P02818,P13584
P25940,Q96P68
Q13075,Q9Y4K3
O60240,P01106
P02751,Q6ZP29
P49841,Q8NAE3
P29474,P43628
P49841,Q8N1Q1
P04637,P0DMS9
P04629,P51911
P07333,Q86W50
P35354,P55291
P02751,Q6PEW1
P04637,Q3ZCN5
P28482,Q6IQ19
P01258,P35869
P17612,Q6ZN57
P01106,P55822
P03372,P27658
Q16539,Q9H6R6
P34972,Q969Q6
O14657,Q9UNN8
P23219,Q4G0A6
P10415,Q9NX18
P04198,Q8N1A0
Q6NUN9,Q9Y4K3
P27448,P35354
P29474,Q99463
P02751,Q8N2Q7
P62269,Q16539
P10275,Q96RK0
P23219,Q7L5L3
P18075,Q96JQ2
P28482,Q8WY07
O75528,P19838
Q99961,Q9BQB4
P08123,Q2PPJ7
P10415,Q8WWZ1
P25940,Q9NPC3
P35354,Q96TC7
I6L899,P29474
P35354,Q9H1N7
P10415,Q9NV79
O14788,Q8NA23
P41180,Q7Z5U6
P41180,Q8NFZ8
Q08188,Q16539
O00273,P42574
P08123,Q13740
O00329,P02461
P04629,Q92572
O43248,P01106
P23219,Q9H2C1
A4D2B0,P05997
P03372,Q9NXR1
P04629,Q9NPF8
P01258,Q9NS86
P41180,Q8TCG2
P05997,Q49AR2
P07333,Q9NS73
P04198,Q9NX45
P01106,Q9H5F2
P05412,Q9Y3B1
P17021,P23219
P25940,Q9Y3M8
P06401,P11277
P05412,P51795
P03372,Q9UGJ0
O75528,Q9BQB4
P10275,P43681
Q7Z7B7,Q9UNN8
P18075,Q30KP8
P02461,Q9C0C9
P12524,Q8NHV1
A0A0X1KG70,P04198
Q04206,Q9H3S1
P28482,Q9UPR0
P62341,Q9UNN8
P05412,Q05209
P25940,Q9ULV5
P01106,Q8WVQ1
P07333,Q9BYQ8
O95352,P18075
P25940,Q8IXW0
P07333,P0CG47
Q9P0U4,Q9Y4K3
P05997,Q86SH2
P02751,Q96EE4
P02818,Q8IUH2
Q9NV64,Q9UNN8
O14788,Q9BW27
P12524,Q9Y5G8
Q04206,Q9Y2Z2
P02751,Q13585
O94822,P07333
P01106,Q96HG1
P04198,Q8N0W7
B9A014,Q16539
P35354,Q99578
P23219,Q8NGC9
P34972,Q86V86
P10451,Q9H819
Q99835,Q9UNN8
A0A0C4DH69,Q9BQB4
P08123,P59990
P28906,P49841
P10275,Q01085
P25940,Q16445
P17706,Q9UNN8
P12931,Q96M63
O95988,P12524
P05412,Q5TH74
P31749,Q96EY9
Q04206,Q9UJX4
P02452,Q96BN8
P19838,Q3KQU3
P01106,Q96JM7
P08123,Q96DT6
P08123,Q8NGJ4
P34972,Q8TAU3
P28482,P28827
P05997,Q6UXQ4
O95150,P17612
P03372,Q9NYT0
P04629,Q8N6M6
P08514,P41180
P13196,P23219
O14788,P02775
O95841,Q9BQB4
O14788,Q8N9N7
P12524,Q7RTY5
P17612,Q8N2U9
P05412,Q9UBQ7
P20908,Q99570
O75907,Q9UNN8
Q96PP8,Q9Y4K3
P04637,Q76LX8
P00747,P20908
O14788,Q5SVZ6
P17612,Q8WWZ8
P41180,Q8NGL6
P04632,P25940
P12524,P63316
A2IDD5,P10415
A0A1W2PPE2,P12643
P28482,Q8NGN2
P01106,Q9ULG1
P01258,P26717
P19838,Q9HC62
A6NDB9,P04629
Q5JUK9,Q9UNN8
P28482,P50222
P01258,Q9UKU9
P21754,Q9UNN8
P12524,P15260
P27816,Q16539
P43235,P51815
O75690,P41180
A6NNW6,P01106
P02461,Q14106
P19838,Q8NDB6
P01106,Q5JPI9
P03372,Q495C1
P17612,Q86UF1
P06401,P0DV76
P35354,P41594
P04637,Q96N77
P02818,Q8NDV1
P21980,Q9BQB4
P31749,Q5SXM2
P02751,U3KPV4
P02751,P15428
P10275,Q8IYX3
P05412,Q15759
O14788,Q5J8M3
P18075,Q7L523
Q16539,Q5VW00
P02452,Q9NX55
O75570,P01258
P26196,Q9UNN8
B1APH4,P08123
P06401,Q8N6K4
P10451,Q9H3Y6
O43174,P10275
P05997,Q6NXP0
P31749,Q96GQ5
P41180,Q9NVQ4
A0A1W2PR48,P05412
P12524,Q6ZU69
P20908,Q9BY77
A0A087WV62,P12931
P14866,P34972
P04198,Q9H2M9
A0A1B0GV22,P10275
P29474,Q96EZ8
P19838,Q9BQI4
P25940,P63302
O14788,Q70CQ3
O75795,P05412
P35354,Q93096
Q8IZJ1,Q9BQB4
P19838,Q04725
P02751,Q15833
P23219,Q9BQT9
P01106,Q92617
P23219,P62495
P30622,Q9UNN8
P06401,Q02763
Q9NUC0,Q9UNN8
P05412,Q9UN19
P19087,P42574
P49841,Q2M3C6
P17612,P58513
A0A3B3IT33,P02818
P07333,P48739
P03372,P54849
P01258,Q6UWM7
P05412,Q9H867
P05412,Q99675
P43235,Q9UGM3
O60258,P23219
P35354,P55036
O75298,P03372
P01106,Q8NHV9
P35354,Q86UQ5
Q8NCU4,Q9Y4K3
A4D2B0,P10451
P05997,P32929
P29474,Q8IX90
P12643,P60673
P10451,P62910
P01562,P02452
P10275,Q86VD1
P05997,Q9UQP3
P19838,Q9Y235
P29474,Q6UWP8
A6NI79,Q04206
P28482,Q8IUB9
P07333,Q9NV35
P05997,Q14149
P01258,Q6PEX7
O75390,P18075
P10415,Q5H9J9
Q6WN34,Q9Y4K3
P20908,Q9UQN3
A4GXA9,P02818
P31749,Q96PL1
P04629,Q8NGF0
P07333,Q9BXS6
P01106,Q6UXG3
Q9BRR9,Q9Y4K3
P02461,Q9Y6E0
A0A0B4J240,P02461
Q92908,Q9UNN8
P05412,Q9Y2W7
P03372,Q4L235
P10275,Q9Y5K8
P01106,Q9HC10
P12524,Q96SI1
P34972,Q8N6D5
P23219,Q86W54
P19838,Q9GZN6
B1AL46,P29474
P10415,Q9UEG4
O95373,P04198
A6NCI8,P01106
P05412,Q9H7N4
P04637,Q6P988
Q16539,Q6H9L7
P31749,Q3LI70
A6NEM1,P05997
P41180,Q6TCH7
E2RYF6,P04629
P02452,Q9NZI5
O95411,P02452
P10451,Q9P013
P35354,Q9BXF9
O43543,P10275
P03372,P16157
P43235,Q02108
P25940,Q8IWE5
P28482,Q9H171
P12931,Q9BQP9
P49841,Q96GX5
P0DOY5,P10451
P10275,Q9H2U2
P17661,P35354
P41180,Q9H963
P04629,P62847
P04629,Q86VZ4
H3BPF8,P49841
P25940,Q8TDQ7
Q58EX2,Q9BQB4
O76009,P01258
O14788,Q75WM6
A0A494C071,P29474
P20908,Q9UBI6
O75462,P08123
O95067,Q16539
P04004,Q9H1D9
P04004,Q86YV5
P02452,Q9BYJ0
P04198,Q9UIU6
P42574,Q8WTX9
P49841,Q96FT9
P04637,Q8N6L1
O15541,Q9Y4K3
P10275,Q9UPX0
P04637,Q9NUZ1
P02461,Q5XKK7
P05937,P20908
P08575,P20908
P02818,Q8NER5
P29474,Q75N90
P12524,P46736
P06401,Q15631
P35354,Q08AF8
Q04206,Q9NWT1
P02452,Q8IY85
P30953,P42574
P18075,Q8N328
P06401,Q66PJ3
P04637,Q8NH10
Q16539,Q8WYJ6
O14788,O94826
B7Z6K7,P10451
O00458,P02818
P25940,Q16790
P18075,Q9Y592
P04637,Q9Y573
P04629,Q9Y5Z6
O14986,P20908
Q16539,Q5TZF3
P49841,Q5TCM9
A1L443,P31749
P18075,Q9NS61
P29474,Q6FHJ7
O75954,P04004
O76074,P23219
P35354,Q14183
P05412,P08559
Q13627,Q9UNN8
P02818,Q9UBI1
P20908,Q0VDD5
Q03135,Q9BQB4
Q9NRQ5,Q9UNN8
P01106,Q16595
P19838,Q96KN9
P23219,Q96Q35
P02452,Q5SRD1
O75469,P43235
P31749,Q8NE65
Q71H61,Q9UNN8
Q86X24,Q9BQB4
P04629,P30838
P42574,Q9HA65
P04629,Q9C0B6
O15371,P03372
P06401,Q8IZD6
Q86TI4,Q9Y4K3
P02818,Q96NX9
Q96F63,Q9Y4K3
O94988,Q9UNN8
P43235,Q8TEC5
P04198,Q9Y2E5
P04629,Q9UNH6
P04637,Q9H469
P07954,P12931
P43235,Q86XS5
O14788,P51688
P34972,Q9H6T3
P06401,Q9H1A4
P35354,Q96RA2
Q04206,Q8TAQ9
P06401,Q6NUJ1
P0C7T4,Q9UNN8
P01258,Q58FG0
P43235,Q8NEA9
P31749,Q96IU4
P12643,Q9HAB3
P04004,Q86SE9
P19838,Q9P1Z2
P49841,Q96C45
Q96MY1,Q9Y4K3
P05412,Q96T66
O43493,P05997
P01106,Q12824
P35354,Q9HCI6
P04637,Q9UKZ1
P04004,Q86XJ0
P02452,Q99469
P04629,Q96RQ1
P04004,P19532
P12931,Q7L2E3
A6NGD5,P08123
P08123,Q9NPF4
P10451,P42702
P25940,Q9H427
P02452,Q15012
P23219,Q9BWH2
P25940,Q9GZX7
P01258,Q9BUG6
P10275,P55073
Q96FE7,Q9Y4K3
P11233,P43235
P14543,P43235
O95807,P23219
O95389,Q04206
P05997,P13378
Q04206,Q8IV56
P42574,P61163
P18075,Q8NCT3
P42574,Q9Y236
P18075,Q8NHP1
P01258,P50226
O14788,Q96S21
P10415,Q8NGN6
P20908,P59780
P31749,Q8N9H8
P10451,Q9NQV6
P35354,Q5VWI1
P23219,Q96RK4
P28482,Q6P3W7
P01137,P04004
P02818,P68104
P01106,Q00975
P01258,Q15744
P49841,Q52LW3
P12524,Q6ZR37
P04198,P31431
P34972,Q9Y4A9
P04198,Q5VST6
P20908,Q6K0P9
P01106,P12107
O14788,P62987
P29474,Q6PKX4
O75343,P28482
A0A1B0GV03,P07333
A6NC57,P20908
P01106,Q6ZVT6
Q8N0X7,Q9UNN8
P03372,P19544
P25940,Q13794
P29474,Q674X7
P23219,P38571
P03372,Q96KF2
P04637,Q8ND83
P19838,P23468
P12524,P20592
P08123,Q96PH1
P02461,P43003
P03372,Q14679
P10451,Q5VWP2
P35354,Q8IZC7
O15372,P49841
P10415,Q2TB90
P19838,Q9H6N6
P01258,Q96S19
A0A0B4J248,P03372
P31749,Q5T7W7
P02751,Q6ZVF9
P03372,Q8N5W8
P49841,Q7Z340
P04198,Q562E7
A8MXV6,Q04206
P07333,Q9UBD3
P17612,Q8WZB0
P13807,P35354
P04198,Q9BXF3
P29474,Q96EH5
P21781,P29474
P18075,Q6UXH8
P02461,P15814
P34972,Q8TAC1
O14788,Q96J84
P10275,Q8IY45
P02751,P11441
P07225,P10451
P20908,Q14088
P0DJD1,P10275
P18075,Q8TAA1
P01106,Q8NGH8
P10415,Q9BSD7
P08123,Q5SVS4
P02461,Q9BRP4
P19838,Q9ULI1
P18075,Q3KNS6
A6NCE7,P34972
P14373,Q16539
O76081,Q16539
P23219,Q02539
P19838,Q86T20
P12931,Q53FA7
A8K010,P03372
P31749,Q14500
P01588,Q9Y4K3
P01106,Q7L5Y9
P12524,Q9Y5X1
P35354,Q9UJ14
P35354,Q6P1W5
P04198,Q96KP6
P01258,Q6IF99
O94905,P31749
P31749,Q9Y275
D6REC4,P02818
P25940,Q9BXM0
P49841,Q9UHL9
A0A1B0GVR7,P08123
O96001,P28482
P04637,Q8TAV0
P25940,Q5T9C2
P05412,Q92484
P04198,Q8WV74
A6NGG3,P28482
P04004,Q8TEA7
P12524,Q2WGN9
P0C860,P10275
O14905,P04637
P04004,Q86X19
O43699,P42574
A1A4Y4,P02452
P04198,Q99437
P02452,Q9H204
P43235,Q96A72
P04198,Q8NG11
P17612,Q6ZW13
P04198,Q7Z304
O14788,Q13613
P01258,Q8WTP9
P02751,Q14159
P12931,Q9BW19
P49841,Q9UI54
P41180,P81133
Q6QEF8,Q9UNN8
P34972,P61165
P07333,Q13569
P10415,Q9ULV0
B4DXR9,P12643
P02461,Q9H479
P02461,Q15435
P17612,Q8WY41
A0A0B4J2F0,P01106
P01106,Q16555
Q8IVB4,Q9UNN8
P04629,P10092
O43818,P04637
P29474,Q6ICI0
P08123,P17029
P23219,Q9H3U7
A0PK00,P42574
P03372,P07711
P19838,P23760
P04198,P49184
P16152,Q16539
P43235,Q9UKJ0
P02818,P11801
Q6P499,Q9UNN8
A6NK97,P05412
P42574,P59990
P29474,Q9BSF4
P49841,Q9NQT8
P25940,Q15005
P10275,P21108
P04198,Q14254
Q04206,Q5VU57
P01258,P19338
P10275,Q6NSJ0
P25940,Q96N20
P06401,Q00005
P34972,Q04446
P42574,Q96DT6
P10415,Q96PQ7
P49841,Q56NI9
P10451,P11171
P34972,Q8NBI5
P42574,Q8NGJ4
P29083,P49841
P02452,P29074
O14788,Q8WUA4
P28482,Q8TB22
O95685,P12643
Q04206,Q9BVV6
P28482,Q13072
O14788,P62995
P17612,Q9BSF0
P08123,Q9UDY6
O43677,P08123
P18075,P53634
A2RUS2,Q04206
P17252,P49841
P0DPA2,P12931
P23219,Q9GZT4
P23219,Q9Y463
Q14344,Q9Y4K3
O95866,P06401
P34972,Q969F9
P29474,P55085
Q16539,Q9NXH8
P10415,Q5XPI4
Q16539,Q96EY5
P12524,Q9NX36
P12931,Q92820
P31749,Q96GC6
P07902,P34972
P04004,P19075
P23219,Q6P1J9
P23219,Q9Y3A4
P43235,Q5VSR9
P01742,P05412
H0YL14,P04004
P03372,Q9NQX6
P12524,Q15208
P07333,Q9BZQ8
O14654,P23219
P62316,Q9UNN8
P18075,Q8WUW1
P04637,Q9NYU1
P02818,P45844
P41180,Q96NU1
A0A0J9YY54,P12643
P04004,P12268
P34972,P59768
P02452,Q9ULV3
P12931,Q92544
P03372,Q5T7R7
P12524,P55884
P01106,Q9Y6A1
O15260,Q04206
P20908,Q13572
P01106,P52948
P41180,Q7Z7H8
P23219,Q05469
O60936,P03372
P08123,Q52LG2
P04629,Q6ZTU2
P02461,Q6P3V2
P17612,Q86XI2
Q9Y2V7,Q9Y4K3
P08123,Q96F15
P07333,Q96RI8
P18075,Q8NEJ9
P02818,Q9NWS0
P37268,Q9BQB4
P31749,Q13268
P10275,Q53GI3
P02452,Q96M93
P06401,Q7RTY7
P10415,Q9H4L5
P12643,P15621
A6NCL7,P03372
P10415,Q8IUI8
P34972,Q7Z6B0
P34972,Q8IYX3
O60664,P18075
Q04206,Q96AX9
P06401,Q6NYC8
A0A0U1RQS6,P12643
P04004,P15248
P23219,Q5TC04
P06401,Q9NP55
P02452,Q7Z3K6
P12931,Q6ZRQ5
P07333,Q96ME7
P11532,P19838
P12524,Q14554
P07333,Q86V85
P10415,Q6UY01
P08123,Q9UHD8
P05997,Q9UGK3
O95969,P10415
P04637,Q96MN9
P05997,Q5TEZ5
P29474,Q8TBB1
P23219,P51451
P02461,Q9Y2U2
P18075,Q9Y5Y0
P19838,Q96NL1
P01258,Q86YV6
P05412,Q5T4S7
P04637,Q15743
Q99549,Q9Y4K3
Q8NH19,Q9Y4K3
O14788,Q6UW49
P05388,Q16539
P02818,Q6RI45
A6NIU2,P25940
O95992,P05412
Q04206,W5XKT8
P25940,Q8N0V4
P04637,Q9Y2C5
P04629,P61587
P05412,Q7Z572
O14905,P29474
P06401,Q49A26
P04637,Q5VT99
O75638,P12643
P01258,Q5T0J7
P29474,Q5HYC2
P04629,Q9BZB8
P12532,Q9Y4K3
P51795,Q9Y4K3
P49841,Q9H9A5
P10412,P34972
P01258,Q13310
Q8TEA8,Q9Y4K3
P34972,Q96E29
P21108,P25940
P07333,Q3LI62
P12643,Q8N743
O43414,P02461
